actor_id,actor_name,kldb_5_code,skill_id,skill_label,skill_label_de,group,priority,src_baseline,src_ext_1_1,src_ext_2_1,relation_type
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/68698869-c13c-4563-adc7-118b7644f45d,identify customer's needs,Kundenbedürfnisse feststellen,baseline,2.0,True,False,False,essential
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/6d97bf55-6fb6-4795-8282-3ef915ae0bb8,prospect new customers,neue Kunden ausfindig machen,baseline,2.0,True,False,False,essential
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/756ae350-9e1f-4cb9-9c27-6bd99806dadc,sales promotion techniques,Verkaufsförderungstechniken,baseline,2.0,True,False,False,essential
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/7832b684-580c-4eaf-a8b3-322164b041ab,provide information on solar panels,Information über Solarpaneele zur Verfügung stellen,baseline,2.0,True,False,False,essential
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/7f783956-f734-4d56-85de-10f0c1706f8a,record customers' personal data,personenbezogene Daten von Kunden und Kundinnen aufzeichnen,baseline,2.0,True,False,False,essential
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/7ff9cce1-6518-48db-8f59-2beb81508fb2,provide information on wind turbines,Information über Windturbinen zur Verfügung stellen,baseline,2.0,True,False,False,essential
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/81513fdf-5ea9-4375-9bc4-67ad959ac5de,contact customers,Verbindung zu Kunden und Kundinnen aufnehmen,baseline,2.0,True,False,False,essential
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/8b7409b0-e18e-4dfc-9ad9-8ddbcce38849,keep records of customer interaction,Aufzeichnungen über Interaktionen mit Kunden und Kundinnen führen,baseline,2.0,True,False,False,essential
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/92721092-fe7c-4689-96bd-4f02385bc0e7,manage contracts,Verträge verwalten,baseline,2.0,True,False,False,essential
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/96d901a6-c931-4e8d-b685-a47e1deaaa1b,identify energy needs,Energiebedarf feststellen,baseline,2.0,True,False,False,essential
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/97b246e3-4f45-4708-9734-cd3158d868cf,demonstrate motivation for sales,Verkaufsmotivierung zeigen,baseline,2.0,True,False,False,essential
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/9889b795-d755-41b2-8afd-2e3c87a65a38,use customer relationship management software,Software für das Kundenbeziehungsmanagement nutzen,baseline,2.0,True,False,False,essential
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/a6ae7a34-5a5c-48dd-9b82-8beccca63e3c,ensure compliance with purchasing and contracting regulations,Konformität mit Einkaufs- und Auftragsvergabebestimmungen sicherstellen,baseline,2.0,True,False,False,essential
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/b0565bd9-29c8-42f6-b174-702970fc2f4f,produce sales reports,Verkaufsberichte erzeugen,baseline,2.0,True,False,False,essential
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/b7c8f418-08d5-45d6-b697-ab26c6ecbfb4,ensure client orientation,Für Kundenorientierung sorgen,baseline,2.0,True,False,False,essential
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/b99aa3b8-0066-46b2-a027-30afae444ad8,implement sales strategies,Vertriebsstrategien umsetzen,baseline,2.0,True,False,False,essential
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/c32ad607-0c4d-4e34-b73f-668298f7bf13,apply technical communication skills,Fähigkeiten zur Kommunikation über Technik anwenden,baseline,2.0,True,False,False,essential
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/c8ac1986-38fa-43b2-89dc-50a4beeb420e,electricity,Elektrizität,baseline,2.0,True,False,False,essential
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/cace7a77-38b7-4cdf-8171-e17692bef5f6,respond to customers' inquiries,Kundenanfragen beantworten,baseline,2.0,True,False,False,essential
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/d15ce60f-ddab-41ce-ba56-398451b77b60,have computer literacy,EDV-Kenntnisse besitzen,baseline,2.0,True,False,False,essential
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/d2de37c7-7233-481b-8b1a-f4dfde11ca91,advise on merchandise features,Beratung in Bezug auf Handelswaren leisten,baseline,2.0,True,False,False,essential
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/d6d3fee7-47e2-47f4-a0ec-6c75f28c6abd,product comprehension,Produktverständnis,baseline,2.0,True,False,False,essential
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/dc9a236c-c640-43c3-812f-269403591edb,customer relationship management,Kundenbeziehungsmanagement,baseline,2.0,True,False,False,essential
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/de7b8c6c-9ed4-4776-924c-4265dd1d9cde,demonstrate products' features,Merkmale von Produkten vorführen,baseline,2.0,True,False,False,essential
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/e38cbdd2-cd6c-451a-a9bd-9bc6355dafe8,inform on government funding,über staatliche Unterstützung informieren,baseline,2.0,True,False,False,essential
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/e7219848-a27a-4bf4-8775-d367707be7c9,sales strategies,Verkaufsstrategien,baseline,2.0,True,False,False,essential
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/f41f860f-91ab-4ca7-a906-483fa9d13c16,prospect new regional contracts,neue regionale Verträge ausfindig machen,baseline,2.0,True,False,False,essential
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/f4d3a8ff-2db1-4015-aa28-d4564afef3fd,keep records on sales,Aufzeichnungen über Verkäufe führen,baseline,2.0,True,False,False,essential
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/f8413360-6114-40de-a276-c59b764b9913,renewable energy,Technologien für erneuerbare Energieträger,baseline,2.0,True,False,False,essential
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/fae1463c-9f5c-4b4f-96be-c461703bca8c,inform customers on energy consumption fees,Verbraucher über Energieverbrauchskosten informieren,baseline,2.0,True,False,False,essential
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/fb3bc9b5-2297-4bba-85b1-60f696a92db8,characteristics of services,Merkmale von Dienstleistungen,baseline,2.0,True,False,False,essential
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/c09bf6d4-f8a7-40f3-aead-ef01643f2352,achieve sales targets,Verkaufsziele erreichen,baseline,1.2,True,False,False,optional
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/aba1f05b-f312-47d8-be71-7c574134de8f,advertising techniques,Werbetechniken,baseline,1.2,True,False,False,optional
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/8614b988-b907-473e-a701-47b525959dc8,advise on heating systems energy efficiency,in Sachen Heizungsanlagen-Energieeffizienz beraten,baseline,1.2,True,False,False,optional
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/750caee5-12a0-46ba-b8aa-1e56370deaf9,analyse consumer buying trends,Trends im Kaufverhalten von Kunden und Kundinnen analysieren,baseline,1.2,True,False,False,optional
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/64e09849-a7db-4d6b-a932-66264420eb97,apply social media marketing,Marketing über soziale Medien anwenden,baseline,1.2,True,False,False,optional
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/53cc0cc2-a9ce-4803-ae55-3cc0d7a5fc2c,attend trade fairs,an Messen teilnehmen,baseline,1.2,True,False,False,optional
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/7ae62140-fe02-4ee3-a0c5-fb5668a2870d,consumer protection,Verbraucherschutz,baseline,1.2,True,False,False,optional
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/499031e7-9821-4728-adb8-2925663c6ef2,credit card payments,Kreditkartenzahlungen,baseline,1.2,True,False,False,optional
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/c2d48b3a-1f91-4442-8f18-6c43a589737b,develop media strategy,Medienstrategie entwickeln,baseline,1.2,True,False,False,optional
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/66fda9e5-f9f7-4342-b4f1-23355bcdd0b9,develop promotional tools,Werbetools entwickeln,baseline,1.2,True,False,False,optional
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/95013213-ee67-493b-86d0-e383e0f72482,domestic heating systems,Gebäudeheizungsanlagen,baseline,1.2,True,False,False,optional
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/debef2fc-7af4-4bff-ac92-4d0317915a84,electronic communication,elektronische Kommunikation,baseline,1.2,True,False,False,optional
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/ddce2912-bc0f-4a47-aa2b-c1de48bc4b44,energy conservation,Energiesparen,baseline,1.2,True,False,False,optional
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/4e09e2d2-e317-47d2-bf5e-1d6c66be3efc,energy performance of buildings,Energieeffizienz von Gebäuden,baseline,1.2,True,False,False,optional
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/f7e7ccb6-fadc-4c35-935d-e1040be40dfe,handle financial transactions,Finanzgeschäfte abwickeln,baseline,1.2,True,False,False,optional
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/bac209e9-d337-4312-9041-17c2e75fa4df,hardware industry,Metallwarenindustrie,baseline,1.2,True,False,False,optional
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/11747665-0e98-4f27-bd0d-536862cd5746,identify suppliers,Lieferanten ermitteln,baseline,1.2,True,False,False,optional
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/13e2378e-0d10-450d-843a-b3592575826e,implement marketing strategies,Marketingstrategien umsetzen,baseline,1.2,True,False,False,optional
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/c49eb4a4-7b5f-44e6-b346-7153879ac86b,industrial heating systems,industrielle Beheizungen,baseline,1.2,True,False,False,optional
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/7893605c-18cc-4c68-8c22-4f969df1a673,liaise with advertising agencies,mit Werbeagenturen in Kontakt stehen,baseline,1.2,True,False,False,optional
IST_MAX,Max Maier,61123,RESUME:aws cloud,RESUME:aws cloud,RESUME:aws cloud,extension,0.6,False,False,True,
IST_MAX,Max Maier,61123,RESUME:global site network,RESUME:global site network,RESUME:global site network,extension,0.6,False,False,True,
IST_MAX,Max Maier,61123,RESUME:issue troubleshooting,RESUME:issue troubleshooting,RESUME:issue troubleshooting,extension,0.6,False,False,True,
IST_MAX,Max Maier,61123,RESUME:security monitoring,RESUME:security monitoring,RESUME:security monitoring,extension,0.6,False,False,True,
IST_MAX,Max Maier,61123,RESUME:technical account manager,RESUME:technical account manager,RESUME:technical account manager,extension,0.6,False,False,True,
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7,communication,Kommunikation,extension,2.2029545669274744,False,True,False,
IST_MAX,Max Maier,61123,BA:K 010205-001,Kundendienst,Kundendienst,extension,2.182875462473423,False,True,False,
IST_MAX,Max Maier,61123,BA:K 0711-021,Informatik,Informatik,extension,2.135509351396839,False,True,False,
IST_MAX,Max Maier,61123,BA:K 030206-004,"Berichtswesen, Information","Berichtswesen, Information",extension,2.1344317635215586,False,True,False,
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/e49f4158-9d4c-425d-bf32-dfe89b19840a,plan,planen,extension,2.0997341404866705,False,True,False,
IST_MAX,Max Maier,61123,BA:K 0700-049,Microsoft Office,Microsoft Office,extension,2.097240354222466,False,True,False,
IST_MAX,Max Maier,61123,BA:K 090300-010,Training,Training,extension,2.09535355281362,False,True,False,
IST_MAX,Max Maier,61123,BA:K 0702-046,Datenvisualisierungs- und Analysesoftware Origin,Datenvisualisierungs- und Analysesoftware Origin,extension,2.081063949353633,False,True,False,
IST_MAX,Max Maier,61123,BA:K 0700-010,First-Level-Support,First-Level-Support,extension,2.0550207325880905,False,True,False,
IST_MAX,Max Maier,61123,BA:K 131300-007,Most,Most,extension,2.0373482464770634,False,True,False,
IST_MAX,Max Maier,61123,BA:K 090100-037,Seminarplanung,Seminarplanung,extension,2.0191884505670705,False,True,False,
IST_MAX,Max Maier,61123,BA:K 100008-014,Performance (Kunst),Performance (Kunst),extension,2.013122295067163,False,True,False,
IST_MAX,Max Maier,61123,BA:K 100100-007,Informationswissenschaften,Informationswissenschaften,extension,2.0069052784226593,False,True,False,
IST_MAX,Max Maier,61123,BA:K 130801-004,"Computer, Datenverarbeitungsprodukte","Computer, Datenverarbeitungsprodukte",extension,2.0005297052199253,False,True,False,
IST_MAX,Max Maier,61123,BA:K 070408-009,CALL (Computer Assisted Language Learning),CALL (Computer Assisted Language Learning),extension,1.9659579512564025,False,True,False,
IST_MAX,Max Maier,61123,BA:K 090001-009,Missionsdienst,Missionsdienst,extension,1.954025100551105,False,True,False,
IST_MAX,Max Maier,61123,BA:K 030300-043,On-Site-Management,On-Site-Management,extension,1.9403230414273565,False,True,False,
IST_MAX,Max Maier,61123,BA:K 030203-015,Marketing,Marketing,extension,1.9355835629912028,False,True,False,
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc,customer service,Kundendienst,extension,1.933179698316342,False,True,False,
IST_MAX,Max Maier,61123,BA:K 0700-030,Third-Level-Support,Third-Level-Support,extension,1.9233262061811232,False,True,False,
IST_MAX,Max Maier,61123,BA:K 0805-034,Statistik,Statistik,extension,1.9182498896409368,False,True,False,
IST_MAX,Max Maier,61123,BA:K 030303-126,Chemikalienrecht,Chemikalienrecht,extension,1.9104367537649107,False,True,False,
IST_MAX,Max Maier,61123,BA:K 0702-017,Datenbank Access (MS Office),Datenbank Access (MS Office),extension,1.9091104907074872,False,True,False,
IST_MAX,Max Maier,61123,BA:K 0700-016,Internetkompetenz,Internetkompetenz,extension,1.9037339394022466,False,True,False,
IST_MAX,Max Maier,61123,BA:K 030300-025,Management,Management,extension,1.8982392127225527,False,True,False,
IST_MAX,Max Maier,61123,BA:K 1314-018,Stöcke,Stöcke,extension,1.8687934538084567,False,True,False,
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/c29aa9d2-4da8-4bdd-831c-8d4a2fb51730,work independently,selbstständig arbeiten,extension,1.8608562792298118,False,True,False,
IST_MAX,Max Maier,61123,BA:K 0700-026,Second-Level-Support,Second-Level-Support,extension,1.854319959203731,False,True,False,
IST_MAX,Max Maier,61123,BA:K 070100-074,CAD-Anwendung TARGET,CAD-Anwendung TARGET,extension,1.847608146694684,False,True,False,
IST_MAX,Max Maier,61123,BA:K 0705-100,"Programmiersprache Basic, Turbo Basic","Programmiersprache Basic, Turbo Basic",extension,1.8371899725945422,False,True,False,
IST_MAX,Max Maier,61123,BA:K 030203-062,Green Marketing,Green Marketing,extension,1.835410605652326,False,True,False,
IST_MAX,Max Maier,61123,BA:K 030000-052,Wertpapiergeschäft,Wertpapiergeschäft,extension,1.8263186946096073,False,True,False,
IST_MAX,Max Maier,61123,BA:K 070406-020,Bewerbermanagementsysteme,Bewerbermanagementsysteme,extension,1.8187993308002879,False,True,False,
IST_MAX,Max Maier,61123,BA:K 0400-010,Distributionslogistik,Distributionslogistik,extension,1.8070784343255752,False,True,False,
IST_MAX,Max Maier,61123,BA:K 030300-017,Innovationsmanagement,Innovationsmanagement,extension,1.8050703914012591,False,True,False,
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d,sales activities,Verkaufstätigkeiten,extension,1.8050703914012591,False,True,False,
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/5b671d86-f1fa-4468-947c-374dc6cdf6b8,pregnancy,Schwangerschaft,extension,1.7947808732778823,False,True,False,
IST_MAX,Max Maier,61123,BA:K 0705-197,Programmiersprache Go,Programmiersprache Go,extension,1.7773825503280833,False,True,False,
IST_MAX,Max Maier,61123,BA:K 030205-005,Personalrekrutierung,Personalrekrutierung,extension,1.7658597735280166,False,True,False,
IST_MAX,Max Maier,61123,BA:K 030203-065,Digital-Marketing,Digital-Marketing,extension,1.7610977247853432,False,True,False,
IST_MAX,Max Maier,61123,BA:K 100104-025,"Recherche, Informationsbeschaffung","Recherche, Informationsbeschaffung",extension,1.7610977247853432,False,True,False,
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0,English,Englisch,extension,1.751292546497023,False,True,False,
IST_MAX,Max Maier,61123,BA:K 090301-060,Vielseitigkeitsreiten,Vielseitigkeitsreiten,extension,1.7462418696676432,False,True,False,
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/1e38f5be-bb7d-42c5-8301-c16cf400f8ee,energy,Erneuerbare Energie,extension,1.7462418696676432,False,True,False,
IST_MAX,Max Maier,61123,BA:K 070401-086,Customer-Relationship-Management-Software ACT!,Customer-Relationship-Management-Software ACT!,extension,1.7358236955675008,False,True,False,
IST_MAX,Max Maier,61123,BA:K 070100-071,CAD-Anwendung Spirit,CAD-Anwendung Spirit,extension,1.7331498732883142,False,True,False,
IST_MAX,Max Maier,61123,BA:K 070407-005,Vertriebs- und Reservierungssystem Amadeus Selling Platform,Vertriebs- und Reservierungssystem Amadeus Selling Platform,extension,1.7249524175825663,False,True,False,
IST_MAX,Max Maier,61123,BA:K 030000-050,"Warentermingeschäft, Termingeschäft","Warentermingeschäft, Termingeschäft",extension,1.7249524175825663,False,True,False,
IST_MAX,Max Maier,61123,ESCO:http://data.europa.eu/esco/skill/2b22f3b1-5de4-43f9-b6d1-b20f65871268,history,Geschichtswissenschaft,extension,1.7249524175825663,False,True,False,
IST_MAX,Max Maier,61123,BA:K 030203-027,Vertriebsmarketing,Vertriebsmarketing,extension,1.7047101519491497,False,True,False,
IST_MAX,Max Maier,61123,BA:K 030201-014,Kostenanalyse,Kostenanalyse,extension,1.7016798118160632,False,True,False,
IST_MAX,Max Maier,61123,BA:K 070105-043,Webbrowser Microsoft Edge,Webbrowser Microsoft Edge,extension,1.7016798118160632,False,True,False,
IST_MAX,Max Maier,61123,BA:K 0700-023,Operating,Operating,extension,1.6986122886681096,False,True,False,
IST_MAX,Max Maier,61123,BA:K 1401-081,CompTIA Zertifizierung Project+,CompTIA Zertifizierung Project+,extension,1.6923619631167552,False,True,False,
IST_MAX,Max Maier,61123,BA:K 100101-176,Video,Video,extension,1.6923619631167552,False,True,False,
IST_MAX,Max Maier,61123,BA:K 100001-018,"Industriedesign, Produktdesign","Industriedesign, Produktdesign",extension,1.6891772066723978,False,True,False,
IST_MAX,Max Maier,61123,BA:K 030203-013,Key-Account-Management (Großkundenbearbeitung),Key-Account-Management (Großkundenbearbeitung),extension,1.6891772066723978,False,True,False,
IST_MAX,Max Maier,61123,BA:K 100101-008,Bildschnitt,Bildschnitt,extension,1.6726148602870978,False,True,False,
IST_MAX,Max Maier,61123,BA:K 0703-032,"Softwaretechnik, Software-Engineering","Softwaretechnik, Software-Engineering",extension,1.6726148602870978,False,True,False,
IST_MAX,Max Maier,61123,BA:K 070408-003,Vertriebsplanungssoftware District 10,Vertriebsplanungssoftware District 10,extension,1.6726148602870978,False,True,False,
IST_MAX,Max Maier,61123,BA:K 070106-028,Automatisierungssoftware UC4,Automatisierungssoftware UC4,extension,1.6621238105123397,False,True,False,
IST_MAX,Max Maier,61123,BA:K 030203-008,Firmenkundengeschäft,Firmenkundengeschäft,extension,1.6585266261493148,False,True,False,
IST_MAX,Max Maier,61123,BA:K 070102-017,FEM-Anwendung I-DEAS,FEM-Anwendung I-DEAS,extension,1.6548769262940266,False,True,False,
IST_MAX,Max Maier,61123,BA:K 090210-042,Supervision,Supervision,extension,1.6548769262940266,False,True,False,
IST_MAX,Max Maier,61123,BA:K 030202-003,Preisgestaltung,Preisgestaltung,extension,1.6511731548477413,False,True,False,
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/0839eea4-c57b-4c14-b19b-923fbedb5d88,perform business research,geschäftsbezogene Forschung betreiben,baseline,2.0,True,False,False,essential
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/28a2ff4b-5f99-448e-8bd7-fb836166e95f,allocate bills,Rechnungen zuordnen,baseline,2.0,True,False,False,essential
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/2ff405ec-f59c-4a7b-84b6-9776a49582c4,bookkeeping regulations,Vorschriften für die Buchhaltung,baseline,2.0,True,False,False,essential
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/39e43f7c-a95e-4583-be76-bb134ccce1ae,financial department processes,Abläufe in der Finanzabteilung,baseline,2.0,True,False,False,essential
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/3d427a49-4f85-42cd-8a92-62d4a34f41a1,file documents,Dokumente archivieren,baseline,2.0,True,False,False,essential
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/3e04e39d-9eb6-4167-ad2d-e3413f647e4e,organise business documents,Geschäftsunterlagen ordnen,baseline,2.0,True,False,False,essential
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d,sales activities,Verkaufstätigkeiten,baseline,2.0,True,False,False,essential
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/68b51538-b056-4cb3-bb15-ab8c3e576cc9,follow up accounts receivables,Forderungen nachverfolgen,baseline,2.0,True,False,False,essential
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/71dde84c-0058-4c52-a556-523369333db8,use office systems,Bürosysteme nutzen,baseline,2.0,True,False,False,essential
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/76f22707-8d30-453f-9eb7-3376e2960311,handle mail,Postsendungen bearbeiten,baseline,2.0,True,False,False,essential
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/7c3865d1-e5a9-4043-a7a4-2e9e30468c0b,perform office routine activities,routinemäßige Bürotätigkeiten durchführen,baseline,2.0,True,False,False,essential
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/811bdb9d-5bf7-4b5a-a3f5-4fc2002f6d57,financial capability,Finanzkompetenz,baseline,2.0,True,False,False,essential
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/8d49f760-3765-4612-8d40-a2bdd50738fe,fill out forms,Formulare ausfüllen,baseline,2.0,True,False,False,essential
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/95fc86de-8e74-4753-9344-281179aa74b0,maintain credit history of clients,Kreditinformationen von Kunden und Kundinnen aktuell halten,baseline,2.0,True,False,False,essential
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/ab986bc4-df92-4351-9ac1-aa75af943cf7,perform clerical duties,Büroarbeiten ausführen,baseline,2.0,True,False,False,essential
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/b0565bd9-29c8-42f6-b174-702970fc2f4f,produce sales reports,Verkaufsberichte erzeugen,baseline,2.0,True,False,False,essential
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/c753a3b5-d5cc-406d-adfe-3372bb267f4b,maintain customer records,Kundendaten aufbewahren,baseline,2.0,True,False,False,essential
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/f7e7ccb6-fadc-4c35-935d-e1040be40dfe,handle financial transactions,Finanzgeschäfte abwickeln,baseline,2.0,True,False,False,essential
IST_LUISE,Luise Schneider,61122,ESCO:http://data.europa.eu/esco/skill/faf8943c-72ff-4736-a587-25508695d6f0,maintain financial records,Finanzbuchhaltung führen,baseline,2.0,True,False,False,essential
